Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2004Q1,0.0291378,1417.413
Industry groups,Construction,SG01RSC04B01EE1,2004Q1,0.0471,2299.713
Industry groups,Wholesale trade,SG01RSC04B01FF1,2004Q1,0.0548928,2400.636
Industry groups,Retail trade,SG01RSC04B01GH1,2004Q1,0.0498383,1852.486
Industry groups,Accommodation services,SG01RSC04B01GH2,2004Q1,0.0195983,862.489
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2004Q1,0.0455759,1902.141
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2004Q1,0.0397875,1220.221
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2004Q1,0.0504427,2242.616
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2004Q1,0.0597955,3042.202
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2004Q1,0.0680934,2492.457
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2004Q1,0.0669308,3194.393
Industry groups,Administrative and support services,SG01RSC04B01MN2,2004Q1,0.0189152,957.891
Industry groups,Local Government administration,SG01RSC04B01OO1,2004Q1,0.0035939,178.444
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2004Q1,0.0331538,1364.045
Industry groups,Education and training,SG01RSC04B01PP1,2004Q1,0.0418274,2288.528
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2004Q1,0.0497887,2365.565
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2004Q1,0.0167084,741.519
Industry groups,Other services,SG01RSC04B01RS2,2004Q1,0.0201106,935.171
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q1,0.071076,3201.278
Industry groups,Agriculture,SG01RSC04B01AA1,2004Q2,0.0402328,2302.196
Industry groups,Forestry and logging,SG01RSC04B01AA2,2004Q2,0.0051984,240.819
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2004Q2,0.0082272,419.54
Industry groups,Mining,SG01RSC04B01BB1,2004Q2,0.0099164,597.256
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2004Q2,0.0467265,1881.692
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2004Q2,0.0057315,207.96
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2004Q2,0.0146008,521.537
Industry groups,Printing,SG01RSC04B01CC4,2004Q2,0.0053311,227.177
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2004Q2,0.0256069,957.431
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2004Q2,0.0057319,248.307
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2004Q2,0.0167912,864.227
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2004Q2,0.020714,978.555
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2004Q2,0.00433,207.545
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2004Q2,0.0282182,1376.57
Industry groups,Construction,SG01RSC04B01EE1,2004Q2,0.0518223,2461.724
Industry groups,Wholesale trade,SG01RSC04B01FF1,2004Q2,0.0533618,2437.684
Industry groups,Retail trade,SG01RSC04B01GH1,2004Q2,0.0478461,1867.119
Industry groups,Accommodation services,SG01RSC04B01GH2,2004Q2,0.0203694,876.566
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2004Q2,0.0462901,1945.763
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2004Q2,0.03803,1229.368
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2004Q2,0.0504845,2282.234
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2004Q2,0.0608121,3060.462
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2004Q2,0.0682954,2519.656
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2004Q2,0.0673878,3180.462
Industry groups,Administrative and support services,SG01RSC04B01MN2,2004Q2,0.0190481,951.088
Industry groups,Local Government administration,SG01RSC04B01OO1,2004Q2,0.0036119,179.796
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2004Q2,0.0337137,1407.977
Industry groups,Education and training,SG01RSC04B01PP1,2004Q2,0.0424717,2283.848
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2004Q2,0.0512439,2349.279
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2004Q2,0.0159121,723.747
Industry groups,Other services,SG01RSC04B01RS2,2004Q2,0.0200284,933.852
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q2,0.0719137,3235.3
Industry groups,Agriculture,SG01RSC04B01AA1,2004Q3,0.0402328,2175.69
Industry groups,Forestry and logging,SG01RSC04B01AA2,2004Q3,0.0051984,247.822
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2004Q3,0.0082272,398.915
Industry groups,Mining,SG01RSC04B01BB1,2004Q3,0.0099164,539.862
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2004Q3,0.0467265,1768.013
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2004Q3,0.0057315,219.346
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2004Q3,0.0146008,551.632
Industry groups,Printing,SG01RSC04B01CC4,2004Q3,0.0053311,215.787
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2004Q3,0.0256069,963.059
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2004Q3,0.0057319,253.913
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2004Q3,0.0167912,871.209
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2004Q3,0.020714,1004.714
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2004Q3,0.00433,208.448
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2004Q3,0.0282182,1375.128
Industry groups,Construction,SG01RSC04B01EE1,2004Q3,0.0518223,2475.862
Industry groups,Wholesale trade,SG01RSC04B01FF1,2004Q3,0.0533618,2482.669
Industry groups,Retail trade,SG01RSC04B01GH1,2004Q3,0.0478461,1931.142
Industry groups,Accommodation services,SG01RSC04B01GH2,2004Q3,0.0203694,898.103
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2004Q3,0.0462901,1963.828
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2004Q3,0.03803,1239.427
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2004Q3,0.0504845,2316.355
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2004Q3,0.0608121,3057.631
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2004Q3,0.0682954,2551.176
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2004Q3,0.0673878,3173.795
Industry groups,Administrative and support services,SG01RSC04B01MN2,2004Q3,0.0190481,954.984
Industry groups,Local Government administration,SG01RSC04B01OO1,2004Q3,0.0036119,183.91
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2004Q3,0.0337137,1390.962
Industry groups,Education and training,SG01RSC04B01PP1,2004Q3,0.0424717,2274.669
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2004Q3,0.0512439,2346.504
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2004Q3,0.0159121,716.711
Industry groups,Other services,SG01RSC04B01RS2,2004Q3,0.0200284,937.715
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q3,0.0719137,3258.467
Industry groups,Agriculture,SG01RSC04B01AA1,2004Q4,0.0402328,2154.801
Industry groups,Forestry and logging,SG01RSC04B01AA2,2004Q4,0.0051984,244.065
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2004Q4,0.0082272,414.124
Industry groups,Mining,SG01RSC04B01BB1,2004Q4,0.0099164,556.989
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2004Q4,0.0467265,1752.039
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2004Q4,0.0057315,225.718
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2004Q4,0.0146008,554.649
Industry groups,Printing,SG01RSC04B01CC4,2004Q4,0.0053311,223.799
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2004Q4,0.0256069,970.707
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2004Q4,0.0057319,255.53
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2004Q4,0.0167912,863.217
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2004Q4,0.020714,1015.738
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2004Q4,0.00433,215.507
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2004Q4,0.0282182,1307.249
Industry groups,Construction,SG01RSC04B01EE1,2004Q4,0.0518223,2427.773
Industry groups,Wholesale trade,SG01RSC04B01FF1,2004Q4,0.0533618,2525.786
Industry groups,Retail trade,SG01RSC04B01GH1,2004Q4,0.0478461,1929.057
Industry groups,Accommodation services,SG01RSC04B01GH2,2004Q4,0.0203694,906.201
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2004Q4,0.0462901,1988.123
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2004Q4,0.03803,1259.831
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2004Q4,0.0504845,2350.866
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2004Q4,0.0608121,3133.117
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2004Q4,0.0682954,2580.771
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2004Q4,0.0673878,3247.923
Industry groups,Administrative and support services,SG01RSC04B01MN2,2004Q4,0.0190481,987.533
Industry groups,Local Government administration,SG01RSC04B01OO1,2004Q4,0.0036119,182.404
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2004Q4,0.0337137,1413.718
Industry groups,Education and training,SG01RSC04B01PP1,2004Q4,0.0424717,2260.994
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2004Q4,0.0512439,2387.279
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2004Q4,0.0159121,733.679
Industry groups,Other services,SG01RSC04B01RS2,2004Q4,0.0200284,939.607
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q4,0.0719137,3266.138
Industry groups,Agriculture,SG01RSC04B01AA1,2005Q1,0.0402328,2218.884
Industry groups,Forestry and logging,SG01RSC04B01AA2,2005Q1,0.0051984,248.503
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2005Q1,0.0082272,437.817
Industry groups,Mining,SG01RSC04B01BB1,2005Q1,0.0099164,547.283
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2005Q1,0.0467265,1774.131
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2005Q1,0.0057315,222.033
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2005Q1,0.0146008,539.897
Industry groups,Printing,SG01RSC04B01CC4,2005Q1,0.0053311,223.009
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2005Q1,0.0256069,952.447
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2005Q1,0.0057319,251.279
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2005Q1,0.0167912,854.349
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2005Q1,0.020714,1030.218
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2005Q1,0.00433,208.519
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2005Q1,0.0282182,1338.684
Industry groups,Construction,SG01RSC04B01EE1,2005Q1,0.0518223,2458.89
Industry groups,Wholesale trade,SG01RSC04B01FF1,2005Q1,0.0533618,2528.339
Industry groups,Retail trade,SG01RSC04B01GH1,2005Q1,0.0478461,1955.795
Industry groups,Accommodation services,SG01RSC04B01GH2,2005Q1,0.0203694,892.396
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2005Q1,0.0462901,2028.638
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2005Q1,0.03803,1262.294
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2005Q1,0.0504845,2401.455
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2005Q1,0.0608121,3203.709
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2005Q1,0.0682954,2612.696
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2005Q1,0.0673878,3279.457
Industry groups,Administrative and support services,SG01RSC04B01MN2,2005Q1,0.0190481,998.556
Industry groups,Local Government administration,SG01RSC04B01OO1,2005Q1,0.0036119,187.832
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2005Q1,0.0337137,1416.45
Industry groups,Education and training,SG01RSC04B01PP1,2005Q1,0.0424717,2242.826
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2005Q1,0.0512439,2438.776
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2005Q1,0.0159121,729.138
Industry groups,Other services,SG01RSC04B01RS2,2005Q1,0.0200284,927.958
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q1,0.0719137,3299.096
Industry groups,Agriculture,SG01RSC04B01AA1,2005Q2,0.0327977,2287.941
Industry groups,Forestry and logging,SG01RSC04B01AA2,2005Q2,0.0049636,245.912
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2005Q2,0.0074164,402.74
Industry groups,Mining,SG01RSC04B01BB1,2005Q2,0.0110444,585.443
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2005Q2,0.0476078,1822.082
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2005Q2,0.0051027,215.213
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2005Q2,0.0138743,564.873
Industry groups,Printing,SG01RSC04B01CC4,2005Q2,0.0051491,220.99
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2005Q2,0.026165,967.034
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2005Q2,0.0058947,258.043
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2005Q2,0.0167765,864.886
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2005Q2,0.0204208,1035.465
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2005Q2,0.0042583,211.042
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2005Q2,0.0296734,1363.456
Industry groups,Construction,SG01RSC04B01EE1,2005Q2,0.0534528,2540.745
Industry groups,Wholesale trade,SG01RSC04B01FF1,2005Q2,0.0515476,2624.503
Industry groups,Retail trade,SG01RSC04B01GH1,2005Q2,0.0475546,1989.156
Industry groups,Accommodation services,SG01RSC04B01GH2,2005Q2,0.019737,914.479
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2005Q2,0.0461058,2067.195
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2005Q2,0.0370418,1262.42
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2005Q2,0.0487376,2418.877
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2005Q2,0.0638472,3240.344
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2005Q2,0.0691071,2636.263
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2005Q2,0.0696758,3342.438
Industry groups,Administrative and support services,SG01RSC04B01MN2,2005Q2,0.0197455,1013.678
Industry groups,Local Government administration,SG01RSC04B01OO1,2005Q2,0.0035698,191.787
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2005Q2,0.0357956,1455.203
Industry groups,Education and training,SG01RSC04B01PP1,2005Q2,0.0424035,2219.554
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2005Q2,0.0535953,2518.155
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2005Q2,0.0149745,706.182
Industry groups,Other services,SG01RSC04B01RS2,2005Q2,0.0196326,922.885
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q2,0.072331,3348.278
Industry groups,Agriculture,SG01RSC04B01AA1,2005Q3,0.0327977,2353.884
Industry groups,Forestry and logging,SG01RSC04B01AA2,2005Q3,0.0049636,243.141
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2005Q3,0.0074164,396.972
Industry groups,Mining,SG01RSC04B01BB1,2005Q3,0.0110444,574.406
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2005Q3,0.0476078,1928.561
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2005Q3,0.0051027,207.628
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2005Q3,0.0138743,524.28
Industry groups,Printing,SG01RSC04B01CC4,2005Q3,0.0051491,218.718
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2005Q3,0.026165,976.086
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2005Q3,0.0058947,250.676
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2005Q3,0.0167765,857.547
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2005Q3,0.0204208,1049.599
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2005Q3,0.0042583,200.235
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2005Q3,0.0296734,1346.288
Industry groups,Construction,SG01RSC04B01EE1,2005Q3,0.0534528,2460.245
Industry groups,Wholesale trade,SG01RSC04B01FF1,2005Q3,0.0515476,2621.064
Industry groups,Retail trade,SG01RSC04B01GH1,2005Q3,0.0475546,2029.299
